xi	eta	x	y	stress_r	stress_theta
 0.0000000000e+000	 0.0000000000e+000	 1.0000000000e+000	 0.0000000000e+000	 3.1015050291e+001	 2.9788073054e-001
 0.0000000000e+000	 6.6670000000e-003	 9.9995537907e-001	 9.4463922618e-003	 3.1002545088e+001	 2.9337986748e-001
 0.0000000000e+000	 1.3334000000e-002	 9.9982082766e-001	 1.8928670806e-002	 3.0983152721e+001	 2.8829744566e-001
 0.0000000000e+000	 2.0001000000e-002	 9.9959532214e-001	 2.8445738363e-002	 3.0956906880e+001	 2.8283506994e-001
 0.0000000000e+000	 2.6668000000e-002	 9.9927785191e-001	 3.7996469419e-002	 3.0923833052e+001	 2.7719668473e-001
 0.0000000000e+000	 3.3335000000e-002	 9.9886742018e-001	 4.7579710273e-002	 3.0883948426e+001	 2.7158801535e-001
 0.0000000000e+000	 4.0002000000e-002	 9.9836304482e-001	 5.7194279111e-002	 3.0837261849e+001	 2.6621593763e-001
 0.0000000000e+000	 4.6669000000e-002	 9.9776375910e-001	 6.6838966101e-002	 3.0783773816e+001	 2.6128777540e-001
 0.0000000000e+000	 5.3336000000e-002	 9.9706861257e-001	 7.6512533521e-002	 3.0723476513e+001	 2.5701052626e-001
 0.0000000000e+000	 6.0003000000e-002	 9.9627667181e-001	 8.6213715910e-002	 3.0656353901e+001	 2.5359001579e-001
 0.0000000000e+000	 6.6670000000e-002	 9.9538702132e-001	 9.5941220239e-002	 3.0582381844e+001	 2.5122998072e-001
 6.6670000000e-003	 0.0000000000e+000	 1.0266668589e+000	 0.0000000000e+000	 2.9085862901e+001	 7.9246708185e-001
 6.6670000000e-003	 6.6670000000e-003	 1.0266210481e+000	 9.6982978697e-003	 2.9081694978e+001	 7.9170412894e-001
 6.6670000000e-003	 1.3334000000e-002	 1.0264829086e+000	 1.9433438997e-002	 2.9070616681e+001	 7.9020193320e-001
 6.6670000000e-003	 2.0001000000e-002	 1.0262513896e+000	 2.9204296851e-002	 2.9052596456e+001	 7.8805577783e-001
 6.6670000000e-003	 2.6668000000e-002	 1.0259254534e+000	 3.9009715904e-002	 2.9027595174e+001	 7.8536597141e-001
 6.6670000000e-003	 3.3335000000e-002	 1.0255040767e+000	 4.8848511690e-002	 2.8995564620e+001	 7.8223793229e-001
 6.6670000000e-003	 4.0002000000e-002	 1.0249862513e+000	 5.8719470879e-002	 2.8956447579e+001	 7.7878171750e-001
 6.6670000000e-003	 4.6669000000e-002	 1.0243709845e+000	 6.8621351376e-002	 2.8910177964e+001	 7.7511147905e-001
 6.6670000000e-003	 5.3336000000e-002	 1.0236573006e+000	 7.8552882455e-002	 2.8856680989e+001	 7.7134484842e-001
 6.6670000000e-003	 6.0003000000e-002	 1.0228442412e+000	 8.8512764906e-002	 2.8795873388e+001	 7.6760225015e-001
 6.6670000000e-003	 6.6670000000e-002	 1.0219308666e+000	 9.8499671221e-002	 2.8727663673e+001	 7.6400614623e-001
 1.3334000000e-002	 0.0000000000e+000	 1.0533340711e+000	 0.0000000000e+000	 2.7408534069e+001	 1.2858709268e+000
 1.3334000000e-002	 6.6670000000e-003	 1.0532870704e+000	 9.9502068155e-003	 2.7409149229e+001	 1.2871755571e+000
 1.3334000000e-002	 1.3334000000e-002	 1.0531453428e+000	 1.9938213876e-002	 2.7403161772e+001	 1.2877034613e+000
 1.3334000000e-002	 2.0001000000e-002	 1.0529078102e+000	 2.9962865390e-002	 2.7390483417e+001	 1.2874560249e+000
 1.3334000000e-002	 2.6668000000e-002	 1.0525734079e+000	 4.0022975815e-002	 2.7371017267e+001	 1.2864421356e+000
 1.3334000000e-002	 3.3335000000e-002	 1.0521410862e+000	 5.0117329919e-002	 2.7344656461e+001	 1.2846782218e+000
 1.3334000000e-002	 4.0002000000e-002	 1.0516098105e+000	 6.0244682856e-002	 2.7311284384e+001	 1.2821879003e+000
 1.3334000000e-002	 4.6669000000e-002	 1.0509785624e+000	 7.0403760268e-002	 2.7270774917e+001	 1.2790015479e+000
 1.3334000000e-002	 5.3336000000e-002	 1.0502463409e+000	 8.0593258423e-002	 2.7222992745e+001	 1.2751557980e+000
 1.3334000000e-002	 6.0003000000e-002	 1.0494121627e+000	 9.0811844365e-002	 2.7167793705e+001	 1.2706929648e+000
 1.3334000000e-002	 6.6670000000e-002	 1.0484750635e+000	 1.0105815610e-001	 2.7105025171e+001	 1.2656603959e+000
 2.0001000000e-002	 0.0000000000e+000	 1.0800015900e+000	 0.0000000000e+000	 2.5948945934e+001	 1.7634794332e+000
 2.0001000000e-002	 6.6670000000e-003	 1.0799533994e+000	 1.0202118658e-002	 2.5951462864e+001	 1.7654697411e+000
 2.0001000000e-002	 1.3334000000e-002	 1.0798080836e+000	 2.0442994561e-002	 2.5947947380e+001	 1.7667299635e+000
 2.0001000000e-002	 2.0001000000e-002	 1.0795645373e+000	 3.0721442652e-002	 2.5938259585e+001	 1.7671807788e+000
 2.0001000000e-002	 2.6668000000e-002	 1.0792216689e+000	 4.1036247378e-002	 2.5922249801e+001	 1.7667519832e+000
 2.0001000000e-002	 3.3335000000e-002	 1.0787784020e+000	 5.1386162739e-002	 2.5899757441e+001	 1.7653824928e+000
 2.0001000000e-002	 4.0002000000e-002	 1.0782336758e+000	 6.1769912372e-002	 2.5870611333e+001	 1.7630200785e+000
 2.0001000000e-002	 4.6669000000e-002	 1.0775864463e+000	 7.2186189658e-002	 2.5834630081e+001	 1.7596210193e+000
 2.0001000000e-002	 5.3336000000e-002	 1.0768356869e+000	 8.2633657856e-002	 2.5791622488e+001	 1.7551496750e+000
 2.0001000000e-002	 6.0003000000e-002	 1.0759803897e+000	 9.3110950263e-002	 2.5741388022e+001	 1.7495779813e+000
 2.0001000000e-002	 6.6670000000e-002	 1.0750195657e+000	 1.0361667041e-001	 2.5683717332e+001	 1.7428848700e+000
 2.6668000000e-002	 0.0000000000e+000	 1.1066693690e+000	 0.0000000000e+000	 2.4675872435e+001	 2.2119190908e+000
