0.000000	0.000000
0.125000	0.000000
0.250000	0.000000
0.375000	0.000000
0.500000	0.000000
0.625000	0.000000
0.750000	0.000000
0.875000	0.000000
1.000000	0.000000
1.125000	0.000000
1.250000	0.000000
0.000000	0.125000
0.125000	0.125000
0.250000	0.125000
0.375000	0.125000
0.500000	0.125000
0.625000	0.125000
0.750000	0.125000
0.875000	0.125000
1.000000	0.125000
1.125000	0.125000
1.250000	0.125000
0.000000	0.250000
0.125000	0.250000
0.250000	0.250000
0.375000	0.250000
0.500000	0.250000
0.625000	0.250000
0.750000	0.250000
0.875000	0.250000
1.000000	0.250000
1.125000	0.250000
1.250000	0.250000
0.000000	0.375000
0.125000	0.375000
0.250000	0.375000
0.375000	0.375000
0.500000	0.375000
0.625000	0.375000
0.750000	0.375000
0.875000	0.375000
1.000000	0.375000
1.125000	0.375000
1.250000	0.375000
0.000000	0.500000
0.125000	0.500000
0.250000	0.500000
0.375000	0.500000
0.500000	0.500000
0.625000	0.500000
0.750000	0.500000
0.875000	0.500000
1.000000	0.500000
1.125000	0.500000
1.250000	0.500000
0.000000	0.625000
0.125000	0.625000
0.250000	0.625000
0.375000	0.625000
0.500000	0.625000
0.625000	0.625000
0.750000	0.625000
0.875000	0.625000
1.000000	0.625000
1.125000	0.625000
1.250000	0.625000
0.000000	0.750000
0.125000	0.750000
0.250000	0.750000
0.375000	0.750000
0.500000	0.750000
0.625000	0.750000
0.750000	0.750000
0.875000	0.750000
1.000000	0.750000
1.125000	0.750000
1.250000	0.750000
0.000000	0.875000
0.125000	0.875000
0.250000	0.875000
0.375000	0.875000
0.500000	0.875000
0.625000	0.875000
0.750000	0.875000
0.875000	0.875000
1.000000	0.875000
1.125000	0.875000
1.250000	0.875000
0.000000	1.000000
0.125000	1.000000
0.250000	1.000000
0.375000	1.000000
0.500000	1.000000
0.625000	1.000000
0.750000	1.000000
0.875000	1.000000
1.000000	1.000000
1.125000	1.000000
1.250000	1.000000
0.000000	1.125000
0.125000	1.125000
0.250000	1.125000
0.375000	1.125000
0.500000	1.125000
0.625000	1.125000
0.750000	1.125000
0.875000	1.125000
1.000000	1.125000
1.125000	1.125000
1.250000	1.125000
0.000000	1.250000
0.125000	1.250000
0.250000	1.250000
0.375000	1.250000
0.500000	1.250000
0.625000	1.250000
0.750000	1.250000
0.875000	1.250000
1.000000	1.250000
1.125000	1.250000
1.250000	1.250000
1.250000	0.000000
1.375000	0.000000
1.500000	0.000000
1.625000	0.000000
1.750000	0.000000
1.875000	0.000000
2.000000	0.000000
2.125000	0.000000
2.250000	0.000000
2.375000	0.000000
2.500000	0.000000
1.250000	0.125000
1.375000	0.125000
1.500000	0.125000
1.625000	0.125000
1.750000	0.125000
1.875000	0.125000
2.000000	0.125000
2.125000	0.125000
2.250000	0.125000
2.375000	0.125000
2.500000	0.125000
1.250000	0.250000
1.375000	0.250000
1.500000	0.250000
1.625000	0.250000
1.750000	0.250000
1.875000	0.250000
2.000000	0.250000
2.125000	0.250000
2.250000	0.250000
2.375000	0.250000
2.500000	0.250000
1.250000	0.375000
1.375000	0.375000
1.500000	0.375000
1.625000	0.375000
1.750000	0.375000
1.875000	0.375000
2.000000	0.375000
2.125000	0.375000
2.250000	0.375000
2.375000	0.375000
2.500000	0.375000
1.250000	0.500000
1.375000	0.500000
1.500000	0.500000
1.625000	0.500000
1.750000	0.500000
1.875000	0.500000
2.000000	0.500000
2.125000	0.500000
2.250000	0.500000
2.375000	0.500000
2.500000	0.500000
1.250000	0.625000
1.375000	0.625000
1.500000	0.625000
1.625000	0.625000
1.750000	0.625000
1.875000	0.625000
2.000000	0.625000
2.125000	0.625000
2.250000	0.625000
2.375000	0.625000
2.500000	0.625000
1.250000	0.750000
1.375000	0.750000
1.500000	0.750000
1.625000	0.750000
1.750000	0.750000
1.875000	0.750000
2.000000	0.750000
2.125000	0.750000
2.250000	0.750000
2.375000	0.750000
2.500000	0.750000
1.250000	0.875000
1.375000	0.875000
1.500000	0.875000
1.625000	0.875000
1.750000	0.875000
1.875000	0.875000
2.000000	0.875000
2.125000	0.875000
2.250000	0.875000
2.375000	0.875000
2.500000	0.875000
1.250000	1.000000
1.375000	1.000000
1.500000	1.000000
1.625000	1.000000
1.750000	1.000000
1.875000	1.000000
2.000000	1.000000
2.125000	1.000000
2.250000	1.000000
2.375000	1.000000
2.500000	1.000000
1.250000	1.125000
1.375000	1.125000
1.500000	1.125000
1.625000	1.125000
1.750000	1.125000
1.875000	1.125000
2.000000	1.125000
2.125000	1.125000
2.250000	1.125000
2.375000	1.125000
2.500000	1.125000
1.250000	1.250000
1.375000	1.250000
1.500000	1.250000
1.625000	1.250000
1.750000	1.250000
1.875000	1.250000
2.000000	1.250000
2.125000	1.250000
2.250000	1.250000
2.375000	1.250000
2.500000	1.250000
2.500000	0.000000
2.625000	0.000000
2.750000	0.000000
2.875000	0.000000
3.000000	0.000000
3.125000	0.000000
3.250000	0.000000
3.375000	0.000000
3.500000	0.000000
3.625000	0.000000
3.750000	0.000000
2.500000	0.125000
2.625000	0.125000
2.750000	0.125000
2.875000	0.125000
3.000000	0.125000
3.125000	0.125000
3.250000	0.125000
3.375000	0.125000
3.500000	0.125000
3.625000	0.125000
3.750000	0.125000
2.500000	0.250000
2.625000	0.250000
2.750000	0.250000
2.875000	0.250000
3.000000	0.250000
3.125000	0.250000
