xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+000	 0.0000000000e+000	 1.0000000000e+000	 0.0000000000e+000	 3.1015050291e+001	 2.9788073022e-001
 0.0000000000e+000	 6.6670000000e-003	 9.9995537907e-001	 9.4463922618e-003	 3.1002545088e+001	 2.9337986716e-001
 0.0000000000e+000	 1.3334000000e-002	 9.9982082766e-001	 1.8928670806e-002	 3.0983152721e+001	 2.8829744533e-001
 0.0000000000e+000	 2.0001000000e-002	 9.9959532214e-001	 2.8445738363e-002	 3.0956906880e+001	 2.8283506959e-001
 0.0000000000e+000	 2.6668000000e-002	 9.9927785191e-001	 3.7996469419e-002	 3.0923833051e+001	 2.7719668434e-001
 0.0000000000e+000	 3.3335000000e-002	 9.9886742018e-001	 4.7579710273e-002	 3.0883948426e+001	 2.7158801493e-001
 0.0000000000e+000	 4.0002000000e-002	 9.9836304482e-001	 5.7194279111e-002	 3.0837261849e+001	 2.6621593716e-001
 0.0000000000e+000	 4.6669000000e-002	 9.9776375910e-001	 6.6838966101e-002	 3.0783773816e+001	 2.6128777489e-001
 0.0000000000e+000	 5.3336000000e-002	 9.9706861257e-001	 7.6512533521e-002	 3.0723476513e+001	 2.5701052572e-001
 0.0000000000e+000	 6.0003000000e-002	 9.9627667181e-001	 8.6213715910e-002	 3.0656353900e+001	 2.5359001523e-001
 0.0000000000e+000	 6.6670000000e-002	 9.9538702132e-001	 9.5941220239e-002	 3.0582381844e+001	 2.5122998015e-001
 6.6670000000e-003	 0.0000000000e+000	 1.0266668589e+000	 0.0000000000e+000	 2.9085862900e+001	 7.9246708170e-001
 6.6670000000e-003	 6.6670000000e-003	 1.0266210481e+000	 9.6982978697e-003	 2.9081694978e+001	 7.9170412881e-001
 6.6670000000e-003	 1.3334000000e-002	 1.0264829086e+000	 1.9433438997e-002	 2.9070616681e+001	 7.9020193307e-001
 6.6670000000e-003	 2.0001000000e-002	 1.0262513896e+000	 2.9204296851e-002	 2.9052596456e+001	 7.8805577770e-001
 6.6670000000e-003	 2.6668000000e-002	 1.0259254534e+000	 3.9009715904e-002	 2.9027595174e+001	 7.8536597127e-001
 6.6670000000e-003	 3.3335000000e-002	 1.0255040767e+000	 4.8848511690e-002	 2.8995564620e+001	 7.8223793213e-001
 6.6670000000e-003	 4.0002000000e-002	 1.0249862513e+000	 5.8719470879e-002	 2.8956447579e+001	 7.7878171732e-001
 6.6670000000e-003	 4.6669000000e-002	 1.0243709845e+000	 6.8621351376e-002	 2.8910177964e+001	 7.7511147885e-001
 6.6670000000e-003	 5.3336000000e-002	 1.0236573006e+000	 7.8552882455e-002	 2.8856680989e+001	 7.7134484819e-001
 6.6670000000e-003	 6.0003000000e-002	 1.0228442412e+000	 8.8512764906e-002	 2.8795873388e+001	 7.6760224991e-001
 6.6670000000e-003	 6.6670000000e-002	 1.0219308666e+000	 9.8499671221e-002	 2.8727663673e+001	 7.6400614598e-001
 1.3334000000e-002	 0.0000000000e+000	 1.0533340711e+000	 0.0000000000e+000	 2.7408534069e+001	 1.2858709267e+000
 1.3334000000e-002	 6.6670000000e-003	 1.0532870704e+000	 9.9502068155e-003	 2.7409149229e+001	 1.2871755571e+000
 1.3334000000e-002	 1.3334000000e-002	 1.0531453428e+000	 1.9938213876e-002	 2.7403161772e+001	 1.2877034613e+000
 1.3334000000e-002	 2.0001000000e-002	 1.0529078102e+000	 2.9962865390e-002	 2.7390483417e+001	 1.2874560250e+000
 1.3334000000e-002	 2.6668000000e-002	 1.0525734079e+000	 4.0022975815e-002	 2.7371017267e+001	 1.2864421356e+000
 1.3334000000e-002	 3.3335000000e-002	 1.0521410862e+000	 5.0117329919e-002	 2.7344656461e+001	 1.2846782218e+000
 1.3334000000e-002	 4.0002000000e-002	 1.0516098105e+000	 6.0244682856e-002	 2.7311284384e+001	 1.2821879003e+000
 1.3334000000e-002	 4.6669000000e-002	 1.0509785624e+000	 7.0403760268e-002	 2.7270774917e+001	 1.2790015479e+000
 1.3334000000e-002	 5.3336000000e-002	 1.0502463409e+000	 8.0593258423e-002	 2.7222992746e+001	 1.2751557980e+000
